categories,rating_count,rating_min,rating_max,rating_mean,rating_std
Mountain Peak,18,3.0,5.0,4.833333333333333,0.5144957554275266
Plastic Bag Supplier,18,1.0,5.0,3.611111111111111,1.6138696240399015
Retail Stores - Bakeries,18,1.0,5.0,4.055555555555555,1.1617543641469048
Cheese Processors (mfrs),18,3.0,5.0,4.555555555555555,0.7047921864945658
Florists-Retail,18,1.0,5.0,3.7222222222222223,1.6735153404648675
Water,18,1.0,5.0,3.388888888888889,1.9140007034508784
Chiropractors DC,18,1.0,5.0,4.555555555555555,1.293523333527109
Trucking,18,1.0,5.0,3.6666666666666665,1.5718104959867516
Storage Units,18,3.0,5.0,4.888888888888889,0.4714045207910316
Games & Game Supplies,18,1.0,5.0,3.888888888888889,1.640978506110406
Drilling Contractor,18,1.0,5.0,4.666666666666667,0.970142500145332
Irish Goods Store,18,1.0,5.0,4.111111111111111,1.4095843729891318
Electric Contractors,18,1.0,5.0,4.0,1.5718104959867516
Dock Builder,18,1.0,5.0,4.166666666666667,1.6179144164088315
Scooter School,18,4.0,5.0,4.944444444444445,0.2357022603955158
Mental Health,18,1.0,5.0,3.5555555555555554,1.464168996281919
Airport Transportation Service,18,1.0,5.0,2.1666666666666665,1.5434872662825796
Shoes-Retail,18,1.0,5.0,3.3333333333333335,1.5339299776947408
Automobile Body-repairing...,17,5.0,5.0,5.0,0.0
Ultrasound,17,5.0,5.0,5.0,0.0
Glass Coating & Tinting,17,2.0,5.0,4.470588235294118,1.1788578719900635
Search engine optimization,17,5.0,5.0,5.0,0.0
Clear Braces,17,1.0,5.0,4.294117647058823,1.3585242858683528
Kerosene Supplier,17,1.0,5.0,4.0588235294117645,1.5600716423971577
Marriage License Bureau,17,2.0,5.0,3.764705882352941,1.2004900959975617
Birth Certificate Service,17,2.0,5.0,3.2941176470588234,1.3117119482928092
Architecture School,17,1.0,5.0,4.176470588235294,1.185078801053281
Foundry,17,2.0,5.0,4.352941176470588,0.9314757424772422
Drug Rehab,17,5.0,5.0,5.0,0.0
Golf Course Builder,17,1.0,5.0,3.764705882352941,1.6019289842524966
Entertainment - Performing...,17,1.0,5.0,3.176470588235294,1.3339459376998313
Oilfield,17,1.0,5.0,3.823529411764706,1.5904124511289146
Variety Stores,17,2.0,5.0,4.352941176470588,0.996316746232607
Business to Business...,17,1.0,5.0,3.4705882352941178,1.6999134926086508
Clinics,17,1.0,5.0,4.176470588235294,1.5904124511289144
Unemployment Insurance...,17,1.0,5.0,3.5294117647058822,1.841115390830499
Tattooing,17,1.0,5.0,4.176470588235294,1.4245742398014511
Self-Catering Accommodation,17,2.0,5.0,4.411764705882353,0.8702602720890289
Tuxedo Rental,17,1.0,5.0,3.9411764705882355,1.2976222599091638
Women's Shelter,17,1.0,5.0,3.9411764705882355,1.5996323106926056
Gated Community,16,1.0,5.0,4.3125,1.1954775893619531
Car Accident Attorney,16,4.0,5.0,4.875,0.3415650255319867
Kaiseki Restaurant,16,1.0,5.0,4.125,1.3102162671355695
Movers,16,1.0,5.0,4.125,1.5864005379054387
Gambling Instructor,16,4.0,5.0,4.9375,0.24999999999999994
Restaurants - Buffets,16,1.0,5.0,3.5625,1.0935416468216166
Spas-Beauty & Day,16,4.0,5.0,4.875,0.34156502553198664
Automobile Dealers-New Cars,16,1.0,5.0,3.0,1.8618986725025255
General Contractors,16,1.0,5.0,3.125,1.7078251276599332
Portable Storage,16,5.0,5.0,5.0,0.0
Reservoir,16,2.0,5.0,4.5,0.966091783079296
Beds,16,1.0,5.0,2.875,1.6278820596099706
Fountain Contractor,16,1.0,5.0,4.5,1.2110601416389966
Urgent Care,16,1.0,5.0,3.875,1.4083086782851737
Provence Restaurant,16,2.0,5.0,4.0,0.9660917830792959
Blue Pages,16,1.0,5.0,3.8125,1.3275918047351754
Soccer,16,3.0,5.0,4.625,0.7187952884282608
Parochial School,16,1.0,5.0,4.3125,1.25
Tool & Die Shop,16,1.0,5.0,4.25,1.4832396974191324
Natural Pain Relief,16,5.0,5.0,5.0,0.0
First Aid Station,16,2.0,5.0,4.6875,0.7932002689527194
Bike Sharing Station,16,2.0,5.0,3.9375,1.2893796958227628
Chinese Food Products,16,1.0,5.0,3.8125,1.2763881332363862
Food Products-Retail,16,1.0,5.0,3.9375,1.181453906563152
Food Products & Manufacturers,16,1.0,5.0,3.3125,1.5370426148939398
Silver Buyer,16,4.0,5.0,4.9375,0.25
Propeller Shop,16,1.0,5.0,4.75,0.9999999999999999
Scenic Point,16,2.0,5.0,4.625,0.8062257748298549
Cell Phone Repair Store,16,5.0,5.0,5.0,0.0
Department Stores,16,1.0,5.0,4.1875,1.2230426539304888
Builders Hardware (whls),16,1.0,5.0,1.9375,1.2893796958227628
Legal Service Provider,16,2.0,5.0,4.8125,0.75
Kitchen Cabinets & Equipment...,16,1.0,5.0,4.0,1.4605934866804429
Roofing Contractors,16,1.0,5.0,3.625,1.746424919657298
Manufacturers,16,1.0,5.0,3.875,1.6683325008322931
Metal Detecting Equipment...,16,2.0,5.0,4.75,0.7745966692414834
Loose Leaf Tea,16,1.0,5.0,3.3125,1.6620770138594663
Townhouses,16,1.0,5.0,3.1875,1.6007810593582121
Statuary,16,1.0,5.0,3.875,1.454876856186346
Casinos,16,1.0,5.0,3.875,1.2583057392117918
Pathologist,16,1.0,5.0,4.3125,1.4930394055974099
Railroad Contractor,16,1.0,5.0,2.75,1.5275252316519468
Fraternal Organizations,16,4.0,5.0,4.3125,0.478713553878169
Wedding Supplies & Services,15,1.0,5.0,3.533333333333333,1.5522640914238175
Ice Cream & Frozen Desserts...,15,2.0,5.0,3.933333333333333,1.1629191512658792
Travel - Recreational Vehicle...,15,1.0,5.0,4.0,1.3627702877384937
Nuclear blast crater,15,1.0,5.0,4.2,1.3732131246511905
Livestock Producer,15,2.0,5.0,4.6,0.828078671210825
Restaurants - Dessert,15,1.0,5.0,4.133333333333334,1.1872336794093274
Drain Tile Waterproofing,15,1.0,5.0,4.6,1.0555973258234952
Eastern Orthodox Church,15,2.0,5.0,4.533333333333333,0.9154754164341271
Power Plant Consultant,15,1.0,5.0,4.466666666666667,1.4074631010979937
Services - Financial Planning,15,5.0,5.0,5.0,0.0
Printers (Mfrs),15,1.0,5.0,4.133333333333334,1.505545305418162
Home Improvements,15,1.0,5.0,4.0,1.7320508075688772
Running Form,15,5.0,5.0,5.0,0.0
Urban Planning Department,15,1.0,5.0,3.3333333333333335,1.7994708216848745
Industrial Equipment...,15,1.0,5.0,3.8,1.5675276256394517
Cell Phone Charging Station,15,1.0,5.0,4.733333333333333,1.0327955589886444
Supreme Court,15,1.0,5.0,4.0,1.5583874449479589
Apartment Homes,15,1.0,5.0,2.466666666666667,1.6846647257229665
Dermatology,15,1.0,5.0,3.2666666666666666,1.533747356112131
Commercial Cleaning Service,15,4.0,5.0,4.8,0.4140393356054124
Garage,15,1.0,5.0,4.733333333333333,1.0327955589886444
Crime Victim Service,15,1.0,5.0,3.933333333333333,1.624221425205085
Soil Testing Service,15,2.0,5.0,4.733333333333333,0.7988086367179803
Real Estate Rental,15,1.0,5.0,2.8,1.7402791237532642
Automotive,15,1.0,5.0,4.133333333333334,1.4074631010979937
Computer & Equipment Dealers,15,1.0,5.0,3.2666666666666666,1.533747356112131
Fur Service,15,1.0,5.0,4.2,1.424279266355945
Auto Parts Retailer,15,1.0,5.0,3.6666666666666665,1.7182493859684491
Crisis Center,15,1.0,5.0,3.2,1.4735767952260144
Warehouses,15,1.0,5.0,3.533333333333333,1.5522640914238175
Tax Return Preparation...,15,1.0,5.0,3.933333333333333,1.667618775665584
Optometrists Od,15,1.0,5.0,4.333333333333333,1.3972762620115438
Wines-Retail,15,1.0,5.0,4.066666666666666,1.2798809468443686
Body Shop Lincoln NE,15,5.0,5.0,5.0,0.0
Animal Therapy-alternative,14,1.0,5.0,4.071428571428571,1.4392458342578487
iPhone Screen Replacement,14,1.0,5.0,4.642857142857143,1.0818177620697813
Mattresses,14,1.0,5.0,4.214285714285714,1.5776599725577716
Meat-Retail,14,3.0,5.0,4.714285714285714,0.6112498455021267
Chess Instructor,14,2.0,5.0,4.0,1.4142135623730951
Bubble Tea,14,1.0,5.0,4.214285714285714,1.2513728724621074
Human Resources,14,2.0,5.0,4.571428571428571,1.0894095588038444
Micro Brewery & Micro...,14,1.0,5.0,4.357142857142857,1.15072838853303
Physical Therapists,14,2.0,5.0,4.071428571428571,1.3847680013570567
Parking Lot for Bicycles,14,2.0,5.0,4.571428571428571,0.9376144618769908
Museums,14,3.0,5.0,4.571428571428571,0.7559289460184544
Sewer Line Video Inspection,14,5.0,5.0,5.0,0.0
Archaeological Site,14,3.0,5.0,4.428571428571429,0.7559289460184544
Clothing-Retail,14,3.0,5.0,4.642857142857143,0.744946343668492
Sandwiches,14,2.0,5.0,4.285714285714286,1.1387288073563857
Otolaryngology,14,1.0,5.0,4.5,1.286019499792345
Infectious Disease Physician,14,2.0,5.0,4.5,1.0919284281983377
Retail Stores - Grocery...,14,1.0,5.0,4.071428571428571,1.4392458342578485
Motorcycle Accident Attorney,14,2.0,5.0,4.785714285714286,0.8017837257372732
Paving Materials Supplier,14,1.0,5.0,4.5,1.1602387022306428
Foursquare Church,14,1.0,5.0,4.214285714285714,1.5776599725577716
Photography Studio,14,1.0,5.0,4.357142857142857,1.2157392722216298
Sightseeing Tours,14,4.0,5.0,4.928571428571429,0.2672612419124244
Messianic Synagogue,14,1.0,5.0,3.857142857142857,1.6574838603294901
Construction Companies,14,1.0,5.0,3.4285714285714284,1.696797241605749
Domestic Services,14,1.0,5.0,4.285714285714286,1.489892687336984
Bearing Supplier,14,1.0,5.0,4.642857142857143,1.0818177620697813
Scale Repair Service,14,5.0,5.0,5.0,0.0
Public Medical Center,14,1.0,5.0,3.857142857142857,1.7478401113789142
Restaurant Equipment...,14,1.0,5.0,4.071428571428571,1.268814450536449
Auto Body Repair,14,5.0,5.0,5.0,0.0
Butchering (whls),14,3.0,5.0,4.571428571428571,0.646206172658864
Fruits & Vegetables & Produce...,14,1.0,5.0,4.714285714285714,1.0690449676496976
Real Estate-rental Service,14,1.0,5.0,4.357142857142857,1.2774459408789605
Air Conditioning Contractors...,14,1.0,5.0,4.285714285714286,1.4373357526806554
Entertainment - Movie Theaters,14,2.0,5.0,4.357142857142857,0.928782731664065
Korean Church,14,1.0,5.0,3.0,2.0754980866510833
Restaurantes - Comida Rápida,14,3.0,5.0,4.0,0.7844645405527362
Fiberglass Supplier,14,1.0,5.0,4.214285714285714,1.4238934396479703
Book Dealers-Retail,14,1.0,5.0,4.071428571428571,1.2688144505364485
Nicaraguan Restaurant,14,1.0,5.0,4.214285714285714,1.1217137594956026
Services Nec,14,1.0,5.0,3.9285714285714284,1.5424399110243743
Massage Therapists,14,1.0,5.0,4.0,1.5191090506254998
Home Health Service,14,1.0,5.0,3.5714285714285716,1.9889806323953876
Farms,14,1.0,5.0,4.0,1.3587324409735149
Cellular Telephones-Equipment...,14,1.0,5.0,3.0714285714285716,1.6391501416322993
Video Games,14,1.0,5.0,4.357142857142857,1.446860944737466
Window Film,13,5.0,5.0,5.0,0.0
print,13,5.0,5.0,5.0,0.0
Travel - Hotels,13,1.0,5.0,3.923076923076923,1.1875421719907089
Lawn & Grounds Maintenance,13,1.0,5.0,3.3076923076923075,1.7974340685458343
Livestock Auction House,13,1.0,5.0,4.153846153846154,1.5191090506254998
Antiques-Dealers,13,1.0,5.0,3.3846153846153846,1.9806758753205744
Tax Collector's Office,13,1.0,5.0,2.6153846153846154,1.6092680291808414
Management Services,13,1.0,5.0,3.4615384615384617,1.5063966175050878
Wesleyan Church,13,4.0,5.0,4.615384615384615,0.5063696835418332
Business Management...,13,1.0,5.0,2.1538461538461537,1.6756169931378435
Off-road Race Track,13,3.0,5.0,4.6923076923076925,0.6304251719561151
Well,13,2.0,5.0,3.8461538461538463,1.3445044840729643
Customer Service Shipping...,13,1.0,4.0,1.4615384615384615,0.8770580193070292
Diabetologist,13,1.0,5.0,4.384615384615385,1.5021352323976214
Proctologist,13,1.0,5.0,3.769230769230769,1.6908501882113505
Hay Supplier,13,1.0,5.0,4.538461538461538,1.126601424298216
Meat-wholesale,13,2.0,5.0,4.6923076923076925,0.8548504142651104
Life Coach,13,5.0,5.0,5.0,0.0
Beverages-non-alcoholic-retail,13,1.0,5.0,3.5384615384615383,1.5607361839521232
Diesel Exhaust Fluid,13,1.0,5.0,1.9230769230769231,1.255755978254962
Entertainment Bureaus,13,1.0,5.0,4.230769230769231,1.3008872711759818
Career Coaches,13,5.0,5.0,5.0,0.0
Health & Medical - Clinics...,13,2.0,5.0,3.769230769230769,1.2351684199496948
Sunless Tanning,13,1.0,5.0,4.538461538461538,1.126601424298216
Seasonal Lake,13,3.0,5.0,4.615384615384615,0.650443635587991
GcatTestCategory,13,1.0,5.0,4.0,1.224744871391589
Communications,13,1.0,5.0,3.230769230769231,1.7394369852458083
Surf School,13,5.0,5.0,5.0,0.0
Animal Watering Hole,13,4.0,5.0,4.769230769230769,0.4385290096535145
Call Center,13,1.0,5.0,3.6153846153846154,1.8501559185854914
Pets,13,1.0,5.0,3.6923076923076925,1.4366984945013914
Services - Beauty Salons,13,1.0,5.0,4.461538461538462,1.3301243435223526
Beach Cruiser,13,2.0,5.0,4.769230769230769,0.8320502943378437
Yoga studio,13,5.0,5.0,5.0,0.0
Windows,13,1.0,5.0,3.230769230769231,1.739436985245808
Candy & Confectionery...,13,2.0,5.0,4.6923076923076925,0.8548504142651104
Vocational School,13,1.0,5.0,3.3846153846153846,1.8501559185854914
Pizza Takeaway,13,2.0,5.0,4.0,1.414213562373095
Airplane,13,1.0,5.0,4.538461538461538,1.126601424298216
Boutique Items-Retail,13,1.0,5.0,3.923076923076923,1.6052797503622465
Pet Grooming,13,2.0,5.0,4.615384615384615,0.869718492622904
Metal Heat Treating Service,13,1.0,5.0,4.615384615384615,1.12089707663561
Roach Exterminator,13,4.0,5.0,4.923076923076923,0.2773500981126146
Music Box Store,12,2.0,5.0,4.666666666666667,0.8876253645985948
Ticket Vending Counter,12,2.0,5.0,4.083333333333333,1.0836246694508318
Schools-Universities...,12,1.0,5.0,4.166666666666667,1.5275252316519468
Att Store,12,5.0,5.0,5.0,0.0
Rescue Squad,12,3.0,5.0,4.833333333333333,0.5773502691896257
Truck-Repairing & Service,12,1.0,5.0,3.5,1.7320508075688772
Seaplane Base,12,1.0,5.0,4.0,1.5954480704349312
DUI Lawyer,12,2.0,5.0,4.5,1.1677484162422844
Retail Stores - Convenience,12,1.0,5.0,3.3333333333333335,1.6143297699232972
Cabane à sucre,12,1.0,5.0,3.0,1.4142135623730951
Marines Facility,12,1.0,5.0,4.0,1.5954480704349312
Atm,12,1.0,5.0,3.0833333333333335,1.5050420310248864
Aircraft Brokers (whls),12,1.0,2.0,1.9166666666666667,0.2886751345948129
Apartment,12,1.0,5.0,3.4166666666666665,1.729862492345632
Leather Wholesaler,12,4.0,5.0,4.75,0.45226701686664533
Veterans' & Military...,12,2.0,5.0,4.083333333333333,0.996204919895622
Chocolate & Cocoa...,12,4.0,5.0,4.916666666666667,0.28867513459481287
City Center,12,1.0,5.0,3.9166666666666665,1.3113721705515065
Athletic Track,12,3.0,5.0,4.416666666666667,0.7929614610987591
Airbrushing Supply Store,12,1.0,5.0,4.583333333333333,1.164500152881315
Domestic Abuse Treatment...,12,3.0,5.0,4.666666666666667,0.6513389472789296
Tools (whls),12,1.0,5.0,3.8333333333333335,1.4668044012461754
Insurance School,12,5.0,5.0,5.0,0.0
MacBook Repair,12,5.0,5.0,5.0,0.0
Holiday Apartment,12,2.0,5.0,4.5,1.1677484162422844
Services - Nail Salons,12,1.0,5.0,3.0,1.651445647689541
Oil Refinery,12,1.0,5.0,4.083333333333333,1.378954368902449
Storage-household & Commercial,12,3.0,5.0,4.666666666666667,0.6513389472789296
Restaurants - Japanese,12,1.0,5.0,4.5,1.243163121016122
Financial Advisory Services,12,1.0,5.0,3.4166666666666665,1.6213537179739277
Metal Stamping Service,12,1.0,5.0,4.166666666666667,1.4034589305344742
Family Practice,12,1.0,5.0,3.5833333333333335,1.781640374554423
Storage-Household & Commercial,12,1.0,5.0,3.9166666666666665,1.6213537179739277
Ocean,12,2.0,5.0,4.416666666666667,1.1645001528813153
Educational Service-business,12,1.0,5.0,3.5833333333333335,1.5642792899510294
Physicians & Surgeons Equip...,12,1.0,5.0,3.5833333333333335,1.6764862244009227
Builder,12,1.0,5.0,2.9166666666666665,1.781640374554423
Sound,12,1.0,5.0,4.083333333333333,1.5050420310248864
Meal Delivery,12,1.0,5.0,3.75,1.712255291076124
Coast Guard Station,12,2.0,5.0,4.416666666666667,0.9962049198956219
Oils-fuel (whls),12,1.0,5.0,4.0,1.6514456476895412
Service Bureaus,12,1.0,5.0,4.333333333333333,1.556997888323046
Auto,12,2.0,5.0,4.75,0.8660254037844386
Chinese buffet,12,1.0,5.0,4.083333333333333,1.3113721705515067
Logistics Service,12,1.0,5.0,3.25,1.864744681524183
Hotel Motel Lodge Inn,12,1.0,5.0,3.75,1.4222261679238195
Acupuncturist,12,3.0,5.0,4.833333333333333,0.5773502691896257
Chiropractic,12,4.0,5.0,4.916666666666667,0.2886751345948129
Acupuncture School,12,4.0,5.0,4.916666666666667,0.2886751345948129
Basketball,12,1.0,5.0,3.9166666666666665,1.2401124093721454
House Cleaning,11,1.0,5.0,4.0,1.7320508075688774
Crane Dealer,11,1.0,5.0,3.8181818181818183,1.5374122295716148
Kickboxing,11,1.0,5.0,4.636363636363637,1.2060453783110545
Holding Company,11,1.0,5.0,3.090909090909091,1.7580981459830651
Women's Apparel-retail,11,3.0,5.0,4.454545454545454,0.8201995322647244
Lawyer,11,1.0,5.0,3.1818181818181817,2.088931871468374
Michael Jackson Memorial...,11,2.0,5.0,4.363636363636363,1.026910636104941
User-operated Machine,11,1.0,5.0,3.1818181818181817,1.6011359603844901
Physicians & Surgeons...,11,1.0,5.0,2.090909090909091,1.7002673586554236
Television-Cable & Catv,11,1.0,5.0,2.0,1.61245154965971
Hockey,11,3.0,5.0,4.454545454545454,0.6875516509523286
Fingerprinting Service...,11,5.0,5.0,5.0,0.0
Archaeological Museum,11,3.0,5.0,4.2727272727272725,0.6466697906828632
Plywood Supplier,11,2.0,5.0,4.363636363636363,1.026910636104941
Mac repair,11,1.0,5.0,4.636363636363637,1.2060453783110545
Power Plant Equipment Supplier,11,2.0,5.0,3.727272727272727,1.3483997249264843
Craft Galleries & Dealers,11,4.0,5.0,4.818181818181818,0.4045199174779456
Palm Desert Storage Unit...,11,5.0,5.0,5.0,0.0
Firearms accessories,11,1.0,5.0,4.545454545454546,1.2135597524338357
Laundries-Self Service,11,1.0,5.0,3.4545454545454546,1.4396969378057567
E cigs,11,3.0,5.0,4.818181818181818,0.6030226891555275
Education - Middle Schools,11,1.0,5.0,3.090909090909091,1.7002673586554236
River,11,1.0,5.0,4.0,1.414213562373095
Chinese Supermarket,11,1.0,5.0,3.090909090909091,1.8140862964338522
Room,11,2.0,5.0,3.4545454545454546,1.1281521496355322
School For The Deaf,11,3.0,5.0,4.454545454545454,0.8201995322647243
Kitchenware Shop,11,1.0,5.0,4.2727272727272725,1.1908743922772957
Sand Dune,11,1.0,5.0,4.090909090909091,1.4459976109624424
E-Commerce,11,1.0,5.0,3.909090909090909,1.5782614139961386
Monorail Station,11,2.0,5.0,4.2727272727272725,1.009049958219026
Vaping Lounge,11,2.0,5.0,4.363636363636363,0.9244162777371753
Wrongful Death Attorney,11,5.0,5.0,5.0,0.0
Retail Stores - Appliances,11,1.0,4.0,2.5454545454545454,1.3684762594679063
Seafood-Retail,11,1.0,5.0,3.909090909090909,1.7002673586554233
International Trade Consultant,11,1.0,5.0,4.0,1.5491933384829668
Dairy Products-retail,11,1.0,5.0,3.4545454545454546,1.752919642404429
Services - Skin Care,11,1.0,5.0,2.909090909090909,1.868397465987655
Mind/Body Medicine,11,5.0,5.0,5.0,0.0
371,11,5.0,5.0,5.0,0.0
Amusement Places,11,1.0,5.0,4.090909090909091,1.3751033019046572
Restaurants - Steakhouses,11,4.0,5.0,4.7272727272727275,0.46709936649691375
Repair Shops & Related...,11,1.0,5.0,4.363636363636363,1.4333685689819817
Process Service,11,2.0,5.0,4.7272727272727275,0.9045340337332909
Retail Shops,11,3.0,5.0,4.2727272727272725,0.6466697906828636
Seaport,11,2.0,5.0,4.545454545454546,0.9341987329938274
Transportation Services,11,1.0,5.0,3.0,1.9493588689617927
Invisalign,11,5.0,5.0,5.0,0.0
Deaf Church,11,3.0,5.0,4.545454545454546,0.6875516509523287
Pawnbrokers,11,1.0,5.0,3.0,1.7888543819998317
Wedding & Reception Sites,11,2.0,5.0,3.8181818181818183,1.0787197799411874
Services - Mortgage Services,11,1.0,5.0,2.727272727272727,1.2720777563426766
Sprint Service and Repair,10,1.0,5.0,4.3,1.4944341180973262
Business Park,10,1.0,5.0,3.8,1.6193277068654826
Gas-liquefied Petro-bttld/bulk...,10,1.0,5.0,3.6,1.837873166945363
Leasing Service,10,1.0,3.0,1.6,0.8432740427115678
Warehouses-merchandise & Self...,10,1.0,5.0,3.7,1.5670212364724212
Wine,10,3.0,5.0,4.7,0.6749485577105531
Harbor,10,1.0,5.0,4.0,1.4142135623730951
Flour Mill,10,2.0,5.0,4.7,0.9486832980505138
Restaurants - Breakfast...,10,2.0,5.0,3.4,1.1737877907772671
Softball Club,10,4.0,5.0,4.9,0.316227766016838
Food Service-distributors...,10,1.0,5.0,3.3,1.7029386365926402
Car Sharing Location,10,1.0,5.0,4.3,1.2516655570345725
Health & Medical,10,1.0,5.0,3.6,1.7126976771553504
Exercise & Physical Fitness...,10,1.0,5.0,3.1,1.286683937707919
Bottlers (mfrs),10,2.0,5.0,4.2,1.2292725943057183
Egg Supplier,10,1.0,5.0,4.0,1.4907119849998598
Chicken Hatchery,10,2.0,5.0,4.3,1.1595018087284057
Automobile Dealers-new Cars,10,1.0,5.0,2.7,2.0027758514399734
Parking Lot for Motorcycles,10,2.0,5.0,4.5,1.0801234497346432
Theatres-movie,10,3.0,5.0,4.4,0.6992058987801011
Services - Event Planning,10,1.0,5.0,4.5,1.2692955176439846
South Indian Cusine,10,2.0,5.0,3.9,1.1972189997378648
Logging Contractor,10,5.0,5.0,5.0,0.0
Canal,10,3.0,5.0,4.5,0.7071067811865475
Electronics Cigarettes,10,2.0,5.0,4.5,1.0801234497346435
Coffee Roasting (whls),10,1.0,5.0,4.1,1.4491376746189437
Local History Museum,10,3.0,5.0,4.2,0.6324555320336759
Game Shop,10,1.0,5.0,3.5,1.8408935028645432
Advertising,10,1.0,5.0,3.9,1.66332999331662
Men's Clothing & Furnishings...,10,1.0,5.0,3.5,1.6499158227686108
Chocolate,10,4.0,5.0,4.9,0.316227766016838
Skating Rinks,10,1.0,5.0,4.2,1.3165611772087664
Abrasives Supplier,10,1.0,5.0,4.5,1.2692955176439846
Tourist Information,10,1.0,5.0,2.6,1.7126976771553504
Libraries-Public,10,2.0,5.0,4.3,1.0593499054713802
Halal Restaurant,10,1.0,5.0,4.0,1.414213562373095
Greenhouses,10,3.0,5.0,4.5,0.8498365855987975
Ethnic Restaurant,10,4.0,5.0,4.9,0.316227766016838
Optometrists OD,10,1.0,5.0,3.8,1.7511900715418263
Airline Companies,10,1.0,5.0,2.1,1.4491376746189437
Foster Care Service,10,1.0,5.0,3.8,1.6193277068654826
Greengrocer,10,3.0,5.0,4.7,0.6749485577105528
Tonkatsu Restaurant,10,3.0,5.0,4.1,0.7378647873726218
Disciples of Christ Church,10,1.0,5.0,3.9,1.5951314818673865
Franchise Opportunity,10,3.0,5.0,4.5,0.7071067811865476
Table Tennis Supply Store,10,2.0,5.0,4.4,1.2649110640673518
Painters,10,1.0,5.0,4.0,1.4907119849998598
Lawyers,10,2.0,5.0,4.5,0.97182531580755
Restaurants - Calabash Seafood,10,1.0,5.0,3.1,1.3703203194062978
Janitor Service,10,1.0,5.0,3.7,1.70293863659264
Retail Stores - Opticians,10,2.0,5.0,4.3,1.1595018087284057
Horse Carriage Stand,10,2.0,5.0,4.7,0.9486832980505138
Uruguayan Restaurant,10,2.0,5.0,3.9,1.1972189997378648
Apartment Complex Apartment...,10,1.0,5.0,3.6,1.837873166945363
Remodeling & Repairing Bldg...,10,1.0,5.0,4.1,1.5238839267549948
Investments,9,1.0,5.0,3.7777777777777777,1.481365736219265
Atlanta Limo,9,1.0,5.0,4.111111111111111,1.5365907428821477
Tool Grinding Service,9,1.0,5.0,3.888888888888889,1.452966314513558
Ice,9,2.0,5.0,4.111111111111111,1.3642254619787415
Aircraft Servicing...,9,1.0,5.0,3.7777777777777777,1.8559214542766742
Genealogist,9,1.0,5.0,4.444444444444445,1.3333333333333333
Bathroom Remodeling,9,1.0,5.0,3.4444444444444446,1.9436506316150999
Welcome Center,9,3.0,5.0,4.222222222222222,0.6666666666666667
Cantinas Y Bares,9,2.0,5.0,4.0,1.118033988749895
Brake Service,9,2.0,5.0,4.222222222222222,1.3017082793177757
Vapor Shop,9,1.0,5.0,4.0,1.7320508075688772
Corporate Lodging,9,1.0,5.0,3.7777777777777777,1.481365736219265
Tree,9,1.0,5.0,4.333333333333333,1.3228756555322954
Swimming Pools-Public,9,4.0,5.0,4.888888888888889,0.33333333333333337
Emergency Care Facility,9,1.0,5.0,4.444444444444445,1.3333333333333333
Spas-beauty & Day,9,1.0,5.0,2.4444444444444446,1.5898986690282426
Livestock Dealer,9,1.0,5.0,4.333333333333333,1.3228756555322954
Automobile Wrecking (whls),9,1.0,5.0,4.555555555555555,1.3333333333333333
Probate Attorney,9,4.0,5.0,4.888888888888889,0.3333333333333334
Honduran Restaurant,9,2.0,5.0,3.2222222222222223,1.3944333775567925
Boat Builders,9,3.0,5.0,4.666666666666667,0.7071067811865475
Restaurant Seafood,9,1.0,5.0,3.6666666666666665,1.3228756555322954
Bicycles-repairing,9,1.0,5.0,4.444444444444445,1.333333333333333
Automobile Lubrication Service,9,1.0,5.0,3.7777777777777777,1.855921454276674
Sewage Treatment Plant,9,1.0,5.0,4.111111111111111,1.3642254619787417
Wicker Store,9,2.0,5.0,4.666666666666667,0.9999999999999999
Taxicabs & Transportation...,9,1.0,5.0,3.2222222222222223,1.7159383568311668
Furrier,9,1.0,5.0,4.0,1.5811388300841898
Furniture-dealers-retail,9,2.0,5.0,3.888888888888889,1.0540925533894598
Business Services,9,2.0,5.0,4.333333333333333,1.3228756555322951
Tea and Coffee Merchant,9,4.0,5.0,4.666666666666667,0.5
Women's Apparel-Retail,9,1.0,5.0,3.6666666666666665,1.5811388300841898
Restaurants - Mexican,9,2.0,5.0,3.888888888888889,1.1666666666666667
Pinball Machine Supplier,9,4.0,5.0,4.777777777777778,0.4409585518440984
Home Builders,9,1.0,5.0,2.7777777777777777,1.5634719199411429
Halls & Auditoriums,9,1.0,5.0,3.4444444444444446,1.2360330811826103
Taxi Services,9,1.0,5.0,3.3333333333333335,2.0
Luxury Transportation Company,9,5.0,5.0,5.0,0.0
Retail Stores - Jewelry,9,5.0,5.0,5.0,0.0
Paper Products (whls),9,2.0,5.0,4.0,1.5
Public Transport,9,3.0,5.0,4.555555555555555,0.7264831572567788
Sportswear-Retail,9,1.0,5.0,3.6666666666666665,1.4142135623730951
Emergency Plumber Service,9,1.0,5.0,4.555555555555555,1.3333333333333333
Diaper Service,9,3.0,5.0,4.777777777777778,0.6666666666666666
Hispanic Church,9,4.0,5.0,4.777777777777778,0.4409585518440985
Laboratories,9,1.0,5.0,4.222222222222222,1.3017082793177754
Retail Stores - Shoes,9,1.0,5.0,3.5555555555555554,1.740051084818425
Recycling Container Location,9,2.0,5.0,4.333333333333333,1.3228756555322954
Machine Knife Supplier,9,2.0,5.0,4.555555555555555,1.0137937550497031
